"GWNoA","Year","youth_bulge"
700,2027,0.347984552785046
700,2028,0.341725820971868
700,2029,0.335275909291831
700,2030,0.32883616397172
700,2031,0.322339704515741
700,2032,0.315777220442522
700,2033,0.309364071822579
700,2034,0.30334896996496
700,2035,0.297878298059085
700,2036,0.292883405920348
700,2037,0.288338300579846
700,2038,0.284102924760168
700,2039,0.279946583651719
700,2040,0.275753517762232
700,2041,0.271562143416782
700,2042,0.2672904731956
700,2043,0.263019836505769
700,2044,0.25886226144698
700,2045,0.25489412207622
700,2046,0.25111904802787
700,2047,0.247422638569622
700,2048,0.243803005943974
700,2049,0.240237818609114
700,2050,0.236726508291159
700,2051,0.233354154551243
700,2052,0.229970404912174
700,2053,0.226592462142265
700,2054,0.223232220143197
700,2055,0.219909393086128
700,2056,0.216727773150095
700,2057,0.213521384897749
700,2058,0.210312102352298
700,2059,0.207117541400807
700,2060,0.203961795003566
700,2061,0.200967755580985
700,2062,0.19796105935774
700,2063,0.194971854770276
700,2064,0.192030042418872
700,2065,0.189165831514575
700,2066,0.186509511823832
700,2067,0.183882438787588
700,2068,0.18130798104267
700,2069,0.178806518290781
700,2070,0.176399310288635
700,2071,0.17422098261935
700,2072,0.172093254566137
700,2073,0.170024251473716
700,2074,0.168013938561368
700,2075,0.166069942615911
700,2076,0.164329164569931
700,2077,0.162613371908887
700,2078,0.160932748470646
700,2079,0.159293829250303
700,2080,0.157707595979321
700,2081,0.156284752216831
700,2082,0.154875130902132
700,2083,0.153489181124917
700,2084,0.152134757775539
700,2085,0.150823235106069
700,2086,0.149646639491573
700,2087,0.14848028756835
700,2088,0.147331475995682
700,2089,0.146203333554153
700,2090,0.14510412306131
700,2091,0.144097833588977
700,2092,0.143093464485647
700,2093,0.142102868487407
700,2094,0.141137249935909
700,2095,0.140209131569125
700,2096,0.139356690864585
700,2097,0.138518359413107
700,2098,0.137703762401515
700,2099,0.13692070616986
700,2100,0.136178492030997
NA,1950,0.324931143418445
NA,1951,0.324431489649416
NA,1952,0.3239287612502
NA,1953,0.323418848723433
NA,1954,0.322920742859808
NA,1955,0.322501261161285
NA,1956,0.321516710931212
NA,1957,0.320654463795928
NA,1958,0.31996911030781
NA,1959,0.319548420783747
NA,1960,0.319494566353068
NA,1961,0.319330390260001
NA,1962,0.319518163739085
NA,1963,0.320049983941916
NA,1964,0.320933973121134
NA,1965,0.322210406176798
NA,1966,0.323563952085286
NA,1967,0.325281154177119
NA,1968,0.327235031104006
NA,1969,0.329275746124165
NA,1970,0.331343705492868
NA,1971,0.332924076573732
NA,1972,0.334590422609602
NA,1973,0.33628492922281
NA,1974,0.337926803380265
NA,1975,0.339491951787662
NA,1976,0.340486743012251
NA,1977,0.341262809800017
NA,1978,0.34184199914484
NA,1979,0.342255594921401
NA,1980,0.342568813287726
NA,1981,0.342913361470916
NA,1982,0.343270692902992
NA,1983,0.343665402816296
NA,1984,0.344105963406511
NA,1985,0.344612648853529
NA,1986,0.344796126010089
NA,1987,0.344982117423741
NA,1988,0.345215411407075
NA,1989,0.345547607522465
NA,1990,0.346030507845937
NA,1991,0.346405091883739
NA,1992,0.346855308950767
NA,1993,0.347348272348611
NA,1994,0.347847359870805
NA,1995,0.348351438933563
NA,1996,0.349198757582649
NA,1997,0.35006310848605
NA,1998,0.35084639660386
NA,1999,0.351430642002629
NA,2000,0.351756260832075
NA,2001,0.351600142103549
NA,2002,0.35124431739208
NA,2003,0.350634100329861
NA,2004,0.349702476346305
NA,2005,0.348445345638122
NA,2006,0.346472895926605
NA,2007,0.344307649287844
NA,2008,0.342052027371048
NA,2009,0.339828072515012
NA,2010,0.337720843983084
NA,2011,0.335306933670028
NA,2012,0.333006533925429
NA,2013,0.330886840764297
NA,2014,0.329004036622707
NA,2015,0.327380792840435
NA,2016,0.325851867795043
NA,2017,0.324530524033681
NA,2018,0.323407673837632
NA,2019,0.322455126904029
NA,2020,0.321638173121777
NA,2021,0.320784288389794
NA,2022,0.320040608796609
NA,2023,0.319388832558033
NA,2024,0.318800772434315
NA,2025,0.318243524766586
NA,2026,0.317652202632287
NA,2027,0.317055384127422
NA,2028,0.316375275138267
NA,2029,0.315501799274027
NA,2030,0.314364482129724
NA,2031,0.312959529037471
NA,2032,0.311329769464562
NA,2033,0.309469874039828
NA,2034,0.30736426329889
NA,2035,0.305016458161156
NA,2036,0.302465039157518
NA,2037,0.299697675382622
NA,2038,0.296823678766274
NA,2039,0.29397926964394
NA,2040,0.291243175932559
NA,2041,0.288643653244361
NA,2042,0.286142857061564
NA,2043,0.283738654144736
NA,2044,0.281406919753487
NA,2045,0.279129011493525
NA,2046,0.276966357119265
NA,2047,0.274860460343109
NA,2048,0.27280717912
NA,2049,0.270792490729179
NA,2050,0.268801776353736
NA,2051,0.266907660840197
NA,2052,0.265023944842781
NA,2053,0.263142069841309
NA,2054,0.261244637589456
NA,2055,0.259317355194399
NA,2056,0.257451998305774
NA,2057,0.255549810067687
NA,2058,0.253612526365931
NA,2059,0.251637394197407
NA,2060,0.24962124872497
NA,2061,0.247672424583881
NA,2062,0.245679188541863
NA,2063,0.243652550791769
NA,2064,0.241601458522915
NA,2065,0.239530361218534
NA,2066,0.23755688168244
NA,2067,0.235562642028761
NA,2068,0.233556400099594
NA,2069,0.231543226392234
NA,2070,0.229525236250114
NA,2071,0.227625942044594
NA,2072,0.225721902402369
NA,2073,0.223821101759762
NA,2074,0.221928527497345
NA,2075,0.220045281946769
NA,2076,0.218297639007774
NA,2077,0.216557190179027
NA,2078,0.214827546238334
NA,2079,0.213108504231032
NA,2080,0.211396956922354
NA,2081,0.209819423499618
NA,2082,0.208248054035655
NA,2083,0.206679604451203
NA,2084,0.205105701363582
NA,2085,0.203518840130978
NA,2086,0.202051990691251
NA,2087,0.200572153174969
NA,2088,0.199080147378821
NA,2089,0.197574586980255
NA,2090,0.196052788652558
NA,2091,0.194649229352637
NA,2092,0.193230388108935
NA,2093,0.191798431584682
NA,2094,0.190353718736656
NA,2095,0.188894962454481
NA,2096,0.187556615070109
NA,2097,0.18620697439202
NA,2098,0.184848521174965
NA,2099,0.183482004930576
NA,2100,0.182106052242453
339,1950,0.294098590372365
339,1951,0.297207707092111
339,1952,0.299792054041223
339,1953,0.301914318805154
339,1954,0.303719636522211
339,1955,0.305299959173581
339,1956,0.306194112949487
339,1957,0.307004637967162
339,1958,0.307440730943907
339,1959,0.307055062523945
339,1960,0.305691252876369
339,1961,0.303249137088246
339,1962,0.300050343200406
339,1963,0.296676581599645
339,1964,0.293934597641855
339,1965,0.292319765475251
339,1966,0.292018309317676
339,1967,0.292593890368639
339,1968,0.294054562135488
339,1969,0.296378881071983
339,1970,0.299479535532284
339,1971,0.303446553446553
339,1972,0.307951840828197
339,1973,0.312623924070781
339,1974,0.316991984121992
339,1975,0.320736591007173
339,1976,0.3238587900442
339,1977,0.32637821356819
339,1978,0.328039816933073
339,1979,0.32853991451813
339,1980,0.327742400562723
339,1981,0.32583843859664
339,1982,0.322810998214074
339,1983,0.318877838071821
339,1984,0.314347787992732
339,1985,0.309443839094146
339,1986,0.304251029819117
339,1987,0.298744817429522
339,1988,0.293166616594777
339,1989,0.287809630180617
339,1990,0.282847057395925
339,1991,0.275515281336635
339,1992,0.270073878324812
339,1993,0.266721141869949
339,1994,0.265316961663158
339,1995,0.265622042637637
339,1996,0.259967435572801
339,1997,0.254209822343155
339,1998,0.248918975016364
339,1999,0.24469124479094
339,2000,0.241963731667066
339,2001,0.241264459903524
339,2002,0.242020673560859
339,2003,0.244035821279814
339,2004,0.246705735126144
339,2005,0.24948303808426
339,2006,0.247430981257861
339,2007,0.244632657945994
339,2008,0.241389519999016
339,2009,0.237964812432103
339,2010,0.234661836013659
339,2011,0.227152232637506
339,2012,0.219343973433051
339,2013,0.211971295473861
339,2014,0.205062709664368
339,2015,0.198324293940442
339,2016,0.196442789034812
339,2017,0.193524624333435
339,2018,0.189549051006963
339,2019,0.184506480893213
339,2020,0.178457817162677
339,2021,0.171095231959393
339,2022,0.162606126744286
339,2023,0.153810685187626
339,2024,0.145920581981668
339,2025,0.139710141612138
339,2026,0.13477239865199
339,2027,0.131522355151506
339,2028,0.12972225999581
339,2029,0.128842093919756
339,2030,0.128496917777044
339,2031,0.128428748436884
339,2032,0.129011361249141
339,2033,0.129990540578138
339,2034,0.130989590800906
339,2035,0.131736364833385
339,2036,0.131863368990328
339,2037,0.131585131615176
339,2038,0.131065388772528
339,2039,0.130578987175407
339,2040,0.130281469856247
339,2041,0.129790670395727
339,2042,0.129382251646354
339,2043,0.129010046162567
339,2044,0.128558644325171
339,2045,0.127944611510115
339,2046,0.126848019174311
339,2047,0.125594699301206
339,2048,0.124241496212567
339,2049,0.122830667793716
339,2050,0.121387233123949
339,2051,0.119556163147438
339,2052,0.117676262428557
339,2053,0.115841339708346
339,2054,0.114148494658927
339,2055,0.11265129239184
339,2056,0.111019174698536
339,2057,0.109588553968868
339,2058,0.108413003054153
339,2059,0.107525572107601
339,2060,0.106928815090803
339,2061,0.106343632022769
339,2062,0.106048801444971
339,2063,0.106021158250002
339,2064,0.106194259636931
339,2065,0.106505453263362
339,2066,0.106721910596493
339,2067,0.107042776429419
339,2068,0.107455979863423
339,2069,0.107911278014298
339,2070,0.108356637496589
339,2071,0.108585785053714
339,2072,0.10876162521258
339,2073,0.108895365594542
339,2074,0.108992058849169
339,2075,0.109041963847412
339,2076,0.108855002947367
339,2077,0.108602619827555
339,2078,0.108322114207784
339,2079,0.108026069889609
339,2080,0.107697792516897
339,2081,0.107203635294987
339,2082,0.106692560842758
339,2083,0.106189565723942
339,2084,0.105721794942087
339,2085,0.10530690058107
339,2086,0.104817055706716
339,2087,0.104394214767782
339,2088,0.104075127920183
339,2089,0.103881136826424
339,2090,0.103801592392693
339,2091,0.103644581452716
339,2092,0.103632384449393
339,2093,0.103778441330783
339,2094,0.104056512240445
339,2095,0.104390209784673
339,2096,0.104615911838104
339,2097,0.104983551169201
339,2098,0.105432737935281
339,2099,0.105857116658092
339,2100,0.106186194429195
615,1950,0.327248053512559
615,1951,0.32835448901458
615,1952,0.329389734853903
615,1953,0.330402044412478
615,1954,0.331453940724494
615,1955,0.332602191863254
615,1956,0.330974621882309
615,1957,0.329045441427079
615,1958,0.326896658244571
615,1959,0.32459117373073
615,1960,0.322349311065449
615,1961,0.318280526065741
615,1962,0.314414790899575
615,1963,0.311585785448671
615,1964,0.310825178709026
615,1965,0.312769021423534
615,1966,0.317352042490092
615,1967,0.323769732767496
615,1968,0.331454569305875
615,1969,0.339586923858692
615,1970,0.347621128640985
615,1971,0.354804314676959
615,1972,0.361934335554841
615,1973,0.368485715394684
615,1974,0.373809634315819
615,1975,0.37761426339547
615,1976,0.379174269883659
615,1977,0.379259296474529
615,1978,0.378426809502315
615,1979,0.377432076135881
615,1980,0.376729358837032
615,1981,0.375407168172323
615,1982,0.374325330845836
615,1983,0.373392760124615
615,1984,0.372381644043058
615,1985,0.371161385542516
615,1986,0.36956917446962
615,1987,0.367781387109449
615,1988,0.365958440642429
615,1989,0.364334264087478
615,1990,0.363013923480249
615,1991,0.361506848296541
615,1992,0.360276284298738
615,1993,0.35923170846917
615,1994,0.358226142973547
615,1995,0.357128817593586
615,1996,0.355111047802797
615,1997,0.353168327960919
615,1998,0.351158656114499
615,1999,0.348849169317711
615,2000,0.346052878478717
615,2001,0.342825986119267
615,2002,0.339054672967034
615,2003,0.334668687400253
615,2004,0.329617647608683
615,2005,0.323866211158813
615,2006,0.317162947942829
615,2007,0.309979130036959
615,2008,0.30223262539014
615,2009,0.293824529961953
615,2010,0.284744129163686
615,2011,0.274543170296154
615,2012,0.263980151087474
615,2013,0.253285664043755
615,2014,0.242723458008983
615,2015,0.232520725375032
615,2016,0.222822468439724
615,2017,0.213426297872358
615,2018,0.204974906821024
615,2019,0.198353739348545
615,2020,0.194079604954787
615,2021,0.19206696385698
615,2022,0.192099176641425
615,2023,0.193954854922275
615,2024,0.197279155979479
615,2025,0.201711703535442
615,2026,0.207216128457088
615,2027,0.213621506881751
615,2028,0.220067229702199
615,2029,0.225433617975366
615,2030,0.22905521728786
615,2031,0.231185414364735
615,2032,0.231684147573922
615,2033,0.230656617405116
615,2034,0.228331290273486
615,2035,0.224900925639657
615,2036,0.220532438057505
615,2037,0.215038007474952
615,2038,0.208850555882645
615,2039,0.202566018861758
615,2040,0.196572979867621
615,2041,0.191040870413371
615,2042,0.185875312884865
615,2043,0.181064269430552
615,2044,0.176515978272599
615,2045,0.172188277681631
615,2046,0.168296829417926
615,2047,0.164735944615081
615,2048,0.161547865057212
615,2049,0.158776711649472
615,2050,0.156440123433638
615,2051,0.15466867524521
615,2052,0.153311588840478
615,2053,0.152328986573075
615,2054,0.151662514323625
615,2055,0.151258456829008
615,2056,0.151251077309869
615,2057,0.151460408238112
615,2058,0.151812187245765
615,2059,0.152209717654365
615,2060,0.152572343600486
615,2061,0.153058700052478
615,2062,0.153474721969193
615,2063,0.153752083502281
615,2064,0.153808903163414
615,2065,0.153587065109795
615,2066,0.153276469840207
615,2067,0.152691962220921
615,2068,0.151830098575817
615,2069,0.150697394104736
615,2070,0.149303956009489
615,2071,0.14784226101416
615,2072,0.146154992740522
615,2073,0.144303758845875
615,2074,0.142373855629073
615,2075,0.140423142371351
615,2076,0.13861977547496
615,2077,0.136852368806741
615,2078,0.135156103643311
615,2079,0.1335679633831
615,2080,0.132106654886665
615,2081,0.130934116324062
615,2082,0.129946298690704
615,2083,0.12912280391251
615,2084,0.128430173718084
615,2085,0.127837742239651
615,2086,0.127519396395451
615,2087,0.127331803858105
615,2088,0.127235845669405
615,2089,0.127177332692563
615,2090,0.12710817940854
615,2091,0.127253308004936
615,2092,0.127399210175286
615,2093,0.127500344359185
615,2094,0.127513240656996
615,2095,0.127412326068086
615,2096,0.127473947702338
615,2097,0.127420169894839
615,2098,0.127242204948641
615,2099,0.126937474299892
615,2100,0.126504931152256
540,1950,0.324731624253022
540,1951,0.323597549148745
540,1952,0.322565254351036
540,1953,0.321564275486655
540,1954,0.320519868383355
540,1955,0.319445428749772
540,1956,0.317906566042389
540,1957,0.316720951051721
540,1958,0.315637286671343
540,1959,0.31432508524304
540,1960,0.312758434152381
540,1961,0.310523132585679
540,1962,0.30813375496994
540,1963,0.306368667433155
540,1964,0.306393469340474
540,1965,0.308859268344338
540,1966,0.312870321735584
540,1967,0.318845113798101
540,1968,0.326082410320993
540,1969,0.333704875876643
540,1970,0.341192544110967
540,1971,0.34812476176494
540,1972,0.355105829939229
540,1973,0.361374183879934
540,1974,0.365975597982339
540,1975,0.368504133819011
540,1976,0.36887799556993
540,1977,0.367550789791997
540,1978,0.365256268417796
540,1979,0.363021821501529
540,1980,0.361468547394237
540,1981,0.360383813417411
540,1982,0.35991174987999
540,1983,0.359876444687555
540,1984,0.360022976722018
540,1985,0.360261901772502
540,1986,0.360565991089211
540,1987,0.361121767045569
540,1988,0.361963114803076
540,1989,0.363175010297999
540,1990,0.364801507620317
540,1991,0.366605805869957
540,1992,0.368766036378417
540,1993,0.370980214778687
540,1994,0.372886025575021
540,1995,0.3743254680408
540,1996,0.375130208843876
540,1997,0.375644536500317
540,1998,0.375875903974359
540,1999,0.375867398773222
540,2000,0.375685086978172
540,2001,0.374996806704084
540,2002,0.374170373345116
540,2003,0.373269743232917
540,2004,0.372380467423315
540,2005,0.371563938524521
540,2006,0.370623958982884
540,2007,0.369823119870871
540,2008,0.369054695777553
540,2009,0.368170656922234
540,2010,0.367124733840829
540,2011,0.365849409199514
540,2012,0.364491740280462
540,2013,0.363194932066983
540,2014,0.362149346104234
540,2015,0.361460917882719
540,2016,0.361096357729882
540,2017,0.360964369476727
540,2018,0.361077527051519
540,2019,0.361453217215887
540,2020,0.362066333763416
540,2021,0.362903070256451
540,2022,0.363883176537694
540,2023,0.364796172670648
540,2024,0.365374451064895
540,2025,0.365473451842615
540,2026,0.365216121951826
540,2027,0.364563188021184
540,2028,0.36349286861791
540,2029,0.361980044638194
540,2030,0.360040569547098
540,2031,0.357807003345039
540,2032,0.355208086821459
540,2033,0.352388385159827
540,2034,0.34952756824556
540,2035,0.346736767393977
540,2036,0.344103514290304
540,2037,0.341529002871979
540,2038,0.339029416848551
540,2039,0.336606981934992
540,2040,0.334261347791662
540,2041,0.332091604988767
540,2042,0.329995856666098
540,2043,0.327949189238587
540,2044,0.325911303784058
540,2045,0.323857309895554
540,2046,0.32188985488248
540,2047,0.319898736353829
540,2048,0.317875152132326
540,2049,0.315803704371396
540,2050,0.313675607374155
540,2051,0.311600579329658
540,2052,0.309461630326736
540,2053,0.307263763484702
540,2054,0.305008839056732
540,2055,0.302699556419589
540,2056,0.300452923934056
540,2057,0.298150315819933
540,2058,0.295799731960937
540,2059,0.293404318645865
540,2060,0.29096830600754
540,2061,0.288618090409088
540,2062,0.286228021443265
540,2063,0.283810970510188
540,2064,0.281377276262988
540,2065,0.278934503379459
540,2066,0.276613815300456
540,2067,0.274281156729793
540,2068,0.271946611455553
540,2069,0.269616474324776
540,2070,0.267294754066364
540,2071,0.265114007433138
540,2072,0.262936255260938
540,2073,0.260767026622304
540,2074,0.258607498530127
540,2075,0.256457573184841
540,2076,0.254457766941424
540,2077,0.25245931977338
540,2078,0.25046491119002
540,2079,0.248473331712838
540,2080,0.246482738850684
540,2081,0.244640642484092
540,2082,0.242791727906462
540,2083,0.24093571088722
540,2084,0.239067478045814
540,2085,0.237183287391939
540,2086,0.235433142756323
540,2087,0.233662216315796
540,2088,0.231874170999717
540,2089,0.230070063612687
540,2090,0.228250467596463
540,2091,0.226561758379813
540,2092,0.224853028284698
540,2093,0.223131735654472
540,2094,0.22140417181274
540,2095,0.219673452104892
540,2096,0.218081896476149
540,2097,0.216483685402754
540,2098,0.214880563936084
540,2099,0.213270664208073
540,2100,0.211651681955226
58,1950,0.324382957536098
58,1951,0.320228173247711
58,1952,0.315923947307297
58,1953,0.312076731149347
58,1954,0.309405075755169
58,1955,0.30849333917068
58,1956,0.306541526251142
58,1957,0.308979152144985
58,1958,0.315223272542092
58,1959,0.323704956752099
58,1960,0.333652740513607
58,1961,0.339385562606019
58,1962,0.343410661401777
58,1963,0.3461480294002
58,1964,0.348566016515228
58,1965,0.351172405817215
58,1966,0.353214496916448
58,1967,0.3550881618998
58,1968,0.356797607284963
58,1969,0.358482711970237
58,1970,0.360161323051948
58,1971,0.361195881404292
58,1972,0.362515173585822
58,1973,0.363476441781962
58,1974,0.363394916478345
58,1975,0.361945669309329
58,1976,0.358324761862171
58,1977,0.353605674504138
58,1978,0.348201253541685
58,1979,0.343091285430659
58,1980,0.338622791998998
58,1981,0.333939569296904
58,1982,0.32998104030995
58,1983,0.326681952448824
58,1984,0.323664280527026
58,1985,0.320727560960347
58,1986,0.32042409070829
58,1987,0.318324562892548
58,1988,0.313242948017734
58,1989,0.304586758978797
58,1990,0.292825513164496
58,1991,0.279602503710396
58,1992,0.265726589546568
58,1993,0.25270192228364
58,1994,0.242004093262169
58,1995,0.234776171738029
58,1996,0.230288189866265
58,1997,0.225854735958235
58,1998,0.220902781475762
58,1999,0.215492591629841
58,2000,0.210462885950469
58,2001,0.21603859911821
58,2002,0.222401960784314
58,2003,0.228139022468115
58,2004,0.231849114068622
58,2005,0.233179362718234
58,2006,0.233286092796845
58,2007,0.232438000878668
58,2008,0.231079732487302
58,2009,0.229700448010307
58,2010,0.22871781586863
58,2011,0.227921921666879
58,2012,0.22732967675474
58,2013,0.226677622569159
58,2014,0.225689952565761
58,2015,0.224122149556266
58,2016,0.222153966801725
58,2017,0.219676185324008
58,2018,0.216849109796053
58,2019,0.213680887842273
58,2020,0.210271940667491
58,2021,0.206733234051903
58,2022,0.202980503743715
58,2023,0.19913017575216
58,2024,0.195335963724162
58,2025,0.191768857212731
58,2026,0.188523834757966
58,2027,0.185491684619681
58,2028,0.182646856420844
58,2029,0.180075045228151
58,2030,0.177733791868013
58,2031,0.175764479102778
58,2032,0.17407061785195
58,2033,0.17254320031829
58,2034,0.171159072741807
58,2035,0.169822485207101
58,2036,0.168696290085936
58,2037,0.167659689511391
58,2038,0.166647747794231
58,2039,0.165614948062857
58,2040,0.164456017576695
58,2041,0.163497983565299
58,2042,0.162433692332422
58,2043,0.161307401080843
58,2044,0.160054841882507
58,2045,0.158697371021941
58,2046,0.157492866279642
58,2047,0.156201618750857
58,2048,0.154836505612494
58,2049,0.153398757014891
58,2050,0.151953704331979
58,2051,0.150660171277233
58,2052,0.149360352456883
58,2053,0.148080825567193
58,2054,0.146805101091035
58,2055,0.145565620391826
58,2056,0.144476624704882
58,2057,0.143467847362043
58,2058,0.142512836634182
58,2059,0.141590731827953
58,2060,0.140690585174071
58,2061,0.139933617828355
58,2062,0.139241105671348
58,2063,0.138582870760007
58,2064,0.137993880788698
58,2065,0.137354192009203
58,2066,0.136843493082957
58,2067,0.136370476262132
58,2068,0.135859866629097
58,2069,0.135330588202189
58,2070,0.134731576630165
58,2071,0.134279751822495
58,2072,0.13381387782577
58,2073,0.133263594418396
58,2074,0.13268315445637
58,2075,0.132018464120856
58,2076,0.131480825518746
58,2077,0.130927085663163
58,2078,0.130331069055806
58,2079,0.129690193337992
58,2080,0.1290021991129
58,2081,0.128500839082603
58,2082,0.127975968355847
58,2083,0.127427003211112
58,2084,0.126857794094293
58,2085,0.126249263764105
58,2086,0.125828310433904
58,2087,0.12542283941941
58,2088,0.125022283521453
58,2089,0.124590194733826
58,2090,0.124148828110304
58,2091,0.123880301788691
58,2092,0.123645111079666
58,2093,0.123378525201946
58,2094,0.123136023011127
58,2095,0.122794716795209
58,2096,0.122737583402143
58,2097,0.122622408532238
58,2098,0.122526897077026
58,2099,0.122365886683067
58,2100,0.12211517344766
160,1950,0.264100005144816
160,1951,0.260353846238677
160,1952,0.256399013286758
160,1953,0.2524437191357
160,1954,0.248776970207126
160,1955,0.245572609659472
160,1956,0.242610183004874
160,1957,0.240147900286743
160,1958,0.238205166987882
160,1959,0.236790922970571
160,1960,0.235889529469774
160,1961,0.23573050372143
160,1962,0.236045485824904
160,1963,0.236699707390071
160,1964,0.237518064450273
160,1965,0.238370526025659
160,1966,0.239528783327384
160,1967,0.240694221361254
160,1968,0.241733235833203
160,1969,0.242486900673505
160,1970,0.242858779572591
160,1971,0.243400218691802
160,1972,0.243566054577006
160,1973,0.243352867069873
160,1974,0.242780794256473
160,1975,0.241871901336172
160,1976,0.23992720149637
160,1977,0.237872676066813
160,1978,0.235796168537443
160,1979,0.233783989981411
160,1980,0.231905781190923
160,1981,0.230853996243236
160,1982,0.229904895541082
160,1983,0.229128681595117
160,1984,0.228612770555809
160,1985,0.228416530487565
160,1986,0.228567664198696
160,1987,0.228893187606558
160,1988,0.229573882319536
160,1989,0.230883249880439
160,1990,0.232929423739158
160,1991,0.235485215944836
160,1992,0.238685591502549
160,1993,0.242060458314443
160,1994,0.244957433373133
160,1995,0.246983839778137
160,1996,0.24816340806181
160,1997,0.248633894843889
160,1998,0.24836641736815
160,1999,0.247354833683735
160,2000,0.245638614382462
160,2001,0.243289488659675
160,2002,0.240181917793213
160,2003,0.236725060766762
160,2004,0.233499944288177
160,2005,0.230840714380293
160,2006,0.22875386080671
160,2007,0.227235149211738
160,2008,0.226021920725173
160,2009,0.224682677483969
160,2010,0.222962609993923
160,2011,0.221116828469418
160,2012,0.219000091376453
160,2013,0.216717824701607
160,2014,0.214444456529791
160,2015,0.212289165069598
160,2016,0.210305292601279
160,2017,0.208398266521076
160,2018,0.206603160001795
160,2019,0.204958204985688
160,2020,0.203475026483279
160,2021,0.202241938875887
160,2022,0.20118239184402
160,2023,0.200209536907769
160,2024,0.199194125298673
160,2025,0.198053420205247
160,2026,0.196909000092374
160,2027,0.195648399484929
160,2028,0.194295231737491
160,2029,0.192896435049101
160,2030,0.191476706096962
160,2031,0.190150689156151
160,2032,0.188800577596348
160,2033,0.187398861522425
160,2034,0.185902728525235
160,2035,0.184288411684126
160,2036,0.182701768092223
160,2037,0.181016110720009
160,2038,0.179265612152967
160,2039,0.177500875388599
160,2040,0.175752298628648
160,2041,0.174151957921315
160,2042,0.172578227070216
160,2043,0.171027482541918
160,2044,0.169488061148947
160,2045,0.167950190676949
160,2046,0.166558953706021
160,2047,0.165190050377432
160,2048,0.163835879058653
160,2049,0.162485035190899
160,2050,0.161126894321448
160,2051,0.159916385390593
160,2052,0.158713089514651
160,2053,0.157510672713143
160,2054,0.156302897598275
160,2055,0.155082919850816
160,2056,0.154023867664633
160,2057,0.152965566182539
160,2058,0.151901756935684
160,2059,0.150825344432408
160,2060,0.149728513331859
160,2061,0.148802494932883
160,2062,0.147870895543388
160,2063,0.146925037783257
160,2064,0.145955810468134
160,2065,0.144954733588915
160,2066,0.14411931650731
160,2067,0.143271094477993
160,2068,0.142402649779613
160,2069,0.141506955833426
160,2070,0.140576934988195
160,2071,0.139798224384132
160,2072,0.139010710073061
160,2073,0.138216549182492
160,2074,0.137410518415444
160,2075,0.13657659391372
160,2076,0.135918275541987
160,2077,0.135267746318474
160,2078,0.134603565995461
160,2079,0.133911687110464
160,2080,0.133186748445219
160,2081,0.132644117644011
160,2082,0.132096337714938
160,2083,0.131536509561041
160,2084,0.130953843262568
160,2085,0.130333695326937
160,2086,0.129889505191748
160,2087,0.129437524294408
160,2088,0.128967433960677
160,2089,0.128466758390636
160,2090,0.12792073741296
160,2091,0.127558961613212
160,2092,0.127185284073191
160,2093,0.126781685106264
160,2094,0.126330936577393
160,2095,0.125820943598155
160,2096,0.125491755594567
160,2097,0.125132446523725
160,2098,0.124737987014764
160,2099,0.124305060648318
160,2100,0.123824454796241
371,1950,0.341252111612708
371,1951,0.343030650119672
371,1952,0.342558048831223
371,1953,0.340008457623408
371,1954,0.335529171133255
